model.tank_volume,model.rotors.number,model.nozzles.number,experiment.weather.temperature.min,experiment.weather.temperature.max,experiment.weather.humidity.min,experiment.weather.humidity.max,experiment.weather.velocity.min,experiment.weather.velocity.max,experiment.params.height,experiment.params.flight_speed,experiment.params.spray_volume,plant.name_coffee,plant.name_tea,plant.name_wheat,model.name_AGRAS T20,model.name_AGRAS T30,model.name_AGRAS T40,model.name_JT5L-404,model.nozzles.type_LX8060SZ,model.nozzles.type_SX11001VS,model.nozzles.type_XR110015,model.nozzles.type_full cone,experiment.params.atomization_diameter_coarse,experiment.params.atomization_diameter_fine,experiment.params.atomization_diameter_medium,experiment.params.atomization_diameter_off,experiment.results.coverage.value
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.3682608463100289,0.553470182139385,0.1870520452916855,0.37517850731658187,-0.5579597387138375,-0.7004361096955399,-1.084234561796909,3.396867237455724,-0.5298105898568578,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4818526847700533
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.3317884973857939,0.44813225534733264,0.0579053767453896,0.4857683148702785,-0.5635549799386861,-0.5926925910597882,-1.1551593753307685,3.6545047887356974,-0.5080074561887392,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4914944322969765
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.2630616902292413,0.6421453007043587,0.0667382058894889,0.3323981804779931,-0.5475685764391185,-0.7792728306485291,-1.1542009319046351,3.8174999742393543,-0.49450713200837887,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4712135150851724
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.47842222673424983,0.5015981356585669,0.3200798054316002,0.2666004993652536,-0.5627556597637078,-0.8147493550773744,-1.1120294211547728,3.8500990113400855,-0.5537720135244467,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4941542247181965
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.2615730229262112,0.4594339861448292,-0.019181132148564116,0.28500254866926583,-0.5579597387138375,-0.7030640003939729,-0.9548446992689221,3.5409339498041166,-0.4958505574162124,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4702160929272148
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.2347770114716708,0.5956343316531227,0.12883567138739657,0.43056216695824095,-0.5459699360891618,-0.605832044551953,-1.0018084271494507,2.847941515953086,-0.5565910045441631,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4725434112957825
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.5488858124110045,0.6369291172593605,0.00638054007147924,0.2947656937984047,-0.5587590588888158,-0.6636456399174785,-1.1149047514331725,3.1823445416960725,-0.5093068348618897,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.484844951243926
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.535984029118077,0.621715248878115,0.012269092834212424,0.29133380035907075,-0.5667522606385996,-0.6399946236315818,-1.129281402825171,3.6345247337384747,-0.5581106168907289,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4662264042953843
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.4126727541837573,0.5863611166397921,0.4146981418691453,0.38429077610377765,-0.5499665369640537,-0.6202854433933342,-1.0420630510470463,3.519902312964936,-0.5179179714924295,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4891671139284088
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.3861248539463889,0.5783919474877112,0.09551181598011477,0.28121563177069125,-0.5619563395887294,-0.7188313445845708,-1.153242488478502,3.711290208201488,-0.574407908723464,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4871722696124938
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.3682608463100289,0.553470182139385,0.1870520452916855,0.37517850731658187,-0.5579597387138375,-0.7004361096955399,-1.084234561796909,-0.8094601303805792,-0.5298105898568578,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0828838215870222
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.33749505538074226,0.6599672608081036,0.34831809254379514,0.512513415466464,-0.5651536202886428,-0.6689014213143442,-1.1043618737457068,-0.7526747109147893,-0.5593219020945133,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0695848594809212
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.3692532911787159,0.4995696198744009,0.2874251037473556,0.2723400452896559,-0.5651536202886428,-0.7740170492516633,-1.1187385251377053,-0.7169209282881804,-0.5632420614813063,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0749044443233615
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.23155156564843957,0.6582285329931041,0.20351322687841508,0.3606225454876847,-0.5467692562641402,-0.7805867759977458,-0.9682629072347873,-0.8651939680044102,-0.47724081201261626,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0975126799037331
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.4188755346130496,0.4391488283031685,0.5000821569287683,0.476360193200381,-0.5635549799386861,-0.6255412247902002,-1.113946308007039,-1.0292407353500261,-0.48994829496868136,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1148013306416646
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.5349915842493909,0.6421453007043587,0.0659352214218435,0.2891444890270826,-0.5691502211635349,-0.5848089189644893,-1.0056422008539836,-0.6022985075146412,-0.49005841180538906,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0745719702707088
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.4913240100271765,0.5837530249172928,0.15386202062901094,0.3974858146722497,-0.554762458013924,-0.7227731806322203,-1.0679410235526439,-0.9272372966799958,-0.548134031485014,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0636003265331757
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.29630859333024506,0.6330169796756115,0.3070982232046667,0.36955730254525976,-0.5451706159141834,-0.6242272794409839,-1.161868479313701,-1.0986451369193249,-0.5542565276059604,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0898657766927253
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.1784557651737018,0.43451222079650315,0.11304364352370516,0.34878843017963784,-0.5579597387138375,-0.5769252468691903,-1.0411046076209132,-0.824182276168006,-0.5252297294498188,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0649302227437858
0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.4947975670675806,0.45812994028357956,0.2983992248051756,0.4161245462824231,-0.5579597387138375,-0.8449700981093535,-0.9318420570417244,-0.6811671456615721,-0.5151210038400547,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0719121778494887
